Q,Pgen,Ppost
0.2794974,2.94201283658837e-22,8.22284982215319e-23
0.27716127,6.806631338085093e-22,1.8865345886721208e-22
0.14877096,1.5724196477937302e-21,2.3393037767150155e-22
0.1741802,1.7972295459450495e-21,3.1304179229715156e-22
0.41512367,3.2064108788456217e-21,1.3310570557010385e-21
0.88039476,2.1219342386297713e-15,1.8681397779512675e-15
14.556332,8.766763507942703e-31,1.2761191698303492e-29
14.434666,5.480318743175455e-32,7.910656887720084e-31
7.748049,5.61027914711765e-32,4.346871651446084e-31
9.071374,1.351291768367913e-22,1.225807293225269e-21
21.619799,2.504529475828507e-30,5.414742300614471e-29
45.8513,0.0,0.0
1.4122757,8.454556533159464e-29,1.1940164508982487e-28
1.4004712,2.2246694587549293e-28,3.1155855298198156e-28
0.7517265,4.836687754832049e-22,3.63586639690612e-22
0.88011724,4.985169359600981e-28,4.387533485580161e-28
2.0975828,7.85849322258159e-28,1.648384035180821e-27
4.448556,0.0,0.0
4.539932,3.5793295237052044e-28,1.624991183478452e-27
4.5019846,2.8612999878323664e-29,1.288152847047861e-28
2.416516,9.39556532639213e-29,2.2704534556597724e-28
2.8292434,1.1105715898178597e-26,3.1420773646575746e-26
6.742934,2.809516683850355e-27,1.8944386208833287e-26
14.30043,0.0,0.0
0.42516217,1.1274155542720423e-27,4.79334439438925e-28
0.42160857,1.670720044621791e-27,7.043898842685567e-28
0.22630544,5.501447099739969e-27,1.2450074069188236e-27
0.26495713,4.852528827228068e-27,1.2857121110876668e-27
0.6314723,7.419126826367199e-27,4.6849730035986216e-27
1.3392273,1.263547503050277e-15,1.6921773346406322e-15
2.327448,2.9959773717041328e-30,6.972981215961615e-30
2.3079944,1.3980702826163593e-29,3.226738335120173e-29
1.2388546,1.1567241089657925e-20,1.4330130373222232e-20
1.4504441,7.035450993484432e-29,1.0204528400430767e-28
3.456843,1.221484166201375e-28,4.2224788665681e-28
7.3312764,0.0,0.0
3.829033,1.1479699439322759e-17,4.3956146811736043e-17
3.7970285,1.274507936365537e-18,4.8393430108309785e-18
2.0381186,4.3170276316610344e-18,8.798614316451646e-18
2.386218,4.8087794971736755e-09,1.1474796535532633e-08
5.6870723,5.204549476420605e-17,2.959864904198608e-16
12.061151,0.0,0.0
2.6191711,2.2682827370460634e-24,5.9410206880791746e-24
2.5972793,2.212735340889302e-25,5.747091719898633e-25
1.394133,8.200537861719031e-25,1.1432640219218359e-24
1.6322434,1.436946601502123e-17,2.345446599056416e-17
3.8901248,9.967545870479048e-24,3.87749973641693e-23
8.250182,0.0,0.0
9.73016,1.1949897548471926e-30,1.1627441225654597e-29
9.648831,3.1319628318612642e-30,3.0219781213884155e-29
5.179173,5.851993087371356e-27,3.030848455161768e-26
6.0637474,6.997911658014114e-30,4.2433568663741247e-29
14.451726,8.343036179450026e-30,1.205712725379236e-28
30.649235,0.0,0.0
0.5780816,4.795122404068226e-17,2.7719720690307676e-17
0.5732498,2.643363520977598e-16,1.5153076543860916e-16
0.30770144,4.457051760058122e-16,1.371441238775993e-16
0.36025512,2.2703192277013443e-16,8.178941307739428e-17
0.8585958,9.599123595192727e-16,8.241767091920445e-16
1.8209114,1.2089540910089104e-09,2.2013982954264995e-09
0.7906442,2.4086886016918825e-17,1.9044157410812317e-17
0.78403586,1.3261595177641668e-16,1.039756619986252e-16
0.4208444,2.2389955128833936e-16,9.42268736408693e-17
0.4927223,1.1502036071339381e-16,5.667309698524093e-17
1.1743047,4.812745298380984e-16,5.651629538044457e-16
2.4904668,6.995741368394657e-10,1.7422661851034808e-09
0.8232651,3.787965676768681e-19,3.1184998495718237e-19
0.816384,6.43305128827919e-19,5.251840255299834e-19
0.4382078,1.5960606103507564e-18,6.994062169588803e-19
0.51305133,1.5954624742142477e-18,8.185541460251662e-19
1.2227548,2.410534589848375e-18,2.947492827281146e-18
2.5932207,4.6858330107069695e-11,1.2151399210501932e-10
3.8588374,4.610748568038607e-19,1.779212886005847e-18
3.8265839,1.0428462581230825e-18,3.990538662198616e-18
2.053983,2.4416982451609802e-15,5.0152066210057625e-15
2.4047918,2.1507904370264162e-18,5.1722032752407745e-18
5.731339,4.093979302937101e-18,2.346398315328605e-17
12.155031,0.0,0.0
0.56421953,5.883039001433866e-18,3.3193255262291444e-18
0.5595036,9.504987963632114e-18,5.3180751252568854e-18
0.300323,2.379309831418112e-17,7.145614890829322e-18
0.3516165,2.168541706436359e-17,7.624950488422644e-18
0.83800733,3.454131347835903e-17,2.894587391358884e-17
1.7772472,1.0408196816088832e-11,1.8497938549309545e-11
0.61026704,7.444630531820468e-18,4.543212661728112e-18
0.6051662,4.17160345065266e-17,2.524513394885675e-17
0.32483307,7.262373575656912e-17,2.3590590697264894e-17
0.38031283,4.469734987660348e-17,1.6998975634445686e-17
0.9063993,1.4553754366736107e-16,1.3191512910609336e-16
1.922293,7.048248800922646e-10,1.3548798964136076e-09
0.79205805,7.791246309915073e-18,6.171119364228811e-18
0.7854378,1.9417552982900867e-17,1.525128053009849e-17
0.4215969,5.1329621287300377e-17,2.1640409958709e-17
0.49360332,4.859017578605838e-17,2.3984272035374613e-17
1.1764046,7.370655277299259e-17,8.670872739140293e-17
2.4949205,3.2087248143086104e-10,8.005513292960121e-10
0.5780816,4.795122404068226e-17,2.7719720690307676e-17
0.5732498,2.643363520977598e-16,1.5153076543860916e-16
0.30770144,4.457051760058122e-16,1.371441238775993e-16
0.36025512,2.2703192277013443e-16,8.178941307739428e-17
0.8585958,9.599123595192727e-16,8.241767091920445e-16
1.8209114,1.2089540910089104e-09,2.2013982954264995e-09
0.75082034,2.4783615669175653e-19,1.8608042711586547e-19
0.74454474,5.336677224721167e-19,3.9733949807140406e-19
0.39964685,9.38557459203514e-19,3.7509153065069805e-19
0.46790433,1.4935154294564488e-18,6.988223353189118e-19
1.1151562,2.7113945365432003e-18,3.023628356779017e-18
2.3650248,2.273568733411091e-11,5.37704645054647e-11
5.056268,3.490965261965117e-18,1.76512566943698e-17
5.0140076,8.08992907788457e-18,4.056296562400381e-17
2.6913526,6.319360203872688e-15,1.7007626551806083e-14
3.1510203,1.524483362495806e-17,4.8036780046552975e-17
7.5098267,2.9047758646392563e-17,2.181436323004631e-16
15.926847,0.0,0.0
1.8667964,1.4741095552130672e-17,2.751862373023672e-17
1.8511931,9.193822297037967e-19,1.7019540126873098e-18
0.99365896,2.0792908124346533e-18,2.066105945941854e-18
1.1633705,1.3790000829712826e-09,1.6042880023386053e-09
2.77266,4.4553911784729496e-17,1.2353284980706828e-16
5.8802605,0.0,0.0
2.055473,1.1690049924427383e-18,2.4028583031277032e-18
2.0382926,1.1017511466758678e-19,2.2456912604410926e-19
1.0940877,9.169295747436908e-19,1.0032013877560618e-18
1.280952,8.37756176250921e-11,1.0731254300250233e-10
3.052892,6.8785726193162566e-18,2.099953911237673e-17
6.4745774,0.0,0.0
10.421008,4.408941318970449e-28,4.594561324170966e-27
10.333904,1.221002660248309e-27,1.2617724599973763e-26
5.546897,4.460856089388251e-20,2.4743908967514733e-19
6.494278,4.246988229332562e-27,2.758112202908329e-26
15.477806,7.981234576891998e-27,1.2353200115038174e-25
32.82535,0.0,0.0
2.7465208,3.387959662836972e-20,9.305101540147918e-20
2.7235646,3.4281486223206514e-21,9.33678431626268e-21
1.4619187,8.910068062761973e-21,1.3025795223136322e-20
1.7116067,9.562281454505948e-12,1.636686539640826e-11
4.0792704,2.2778174897474993e-19,9.291833377917479e-19
8.651323,0.0,0.0
2.7465208,3.387959662836972e-20,9.305101540147918e-20
2.7235646,3.4281486223206514e-21,9.33678431626268e-21
1.4619187,8.910068062761973e-21,1.3025795223136322e-20
1.7116067,9.562281454505948e-12,1.636686539640826e-11
4.0792704,2.2778174897474993e-19,9.291833377917479e-19
8.651323,0.0,0.0
2.686069,1.6334406814232862e-20,4.3875343968019995e-20
2.6636176,5.277921563347144e-20,1.4058364825246021e-19
1.4297411,9.520153366583393e-20,1.3611354967110855e-19
1.6739333,2.151412004026379e-19,3.6013201258395066e-19
3.989484,3.3102580044172683e-19,1.3206221581944616e-18
8.460903,0.0,0.0
2.7465208,3.387959662836972e-20,9.305101540147918e-20
2.7235646,3.4281486223206514e-21,9.33678431626268e-21
1.4619187,8.910068062761973e-21,1.3025795223136322e-20
1.7116067,9.562281454505948e-12,1.636686539640826e-11
4.0792704,2.2778174897474993e-19,9.291833377917479e-19
8.651323,0.0,0.0
2.7465208,3.387959662836972e-20,9.305101540147918e-20
2.7235646,3.4281486223206514e-21,9.33678431626268e-21
1.4619187,8.910068062761973e-21,1.3025795223136322e-20
1.7116067,9.562281454505948e-12,1.636686539640826e-11
4.0792704,2.2778174897474993e-19,9.291833377917479e-19
8.651323,0.0,0.0
2.6608412,4.3049793356280786e-20,1.145486649580452e-19
2.638601,4.349398192158456e-21,1.1476326700555299e-20
1.4163133,1.1116123332582698e-20,1.5743913215841266e-20
1.658212,9.81741276132833e-13,1.6279351124432756e-12
3.9520154,2.8920725311909e-19,1.1429515180989247e-18
8.381438,0.0,0.0
2.7465208,3.387959662836972e-20,9.305101540147918e-20
2.7235646,3.4281486223206514e-21,9.33678431626268e-21
1.4619187,8.910068062761973e-21,1.3025795223136322e-20
1.7116067,9.562281454505948e-12,1.636686539640826e-11
4.0792704,2.2778174897474993e-19,9.291833377917479e-19
8.651323,0.0,0.0
2.7465208,3.387959662836972e-20,9.305101540147918e-20
2.7235646,3.4281486223206514e-21,9.33678431626268e-21
1.4619187,8.910068062761973e-21,1.3025795223136322e-20
1.7116067,9.562281454505948e-12,1.636686539640826e-11
4.0792704,2.2778174897474993e-19,9.291833377917479e-19
8.651323,0.0,0.0
2.5116744,1.924758669033248e-22,4.834367083165635e-22
2.490681,3.226312677388383e-25,8.035715469463093e-25
1.3369148,8.103654086000667e-25,1.0833894901394955e-24
1.5652525,9.366645932073721e-23,1.4661166359835655e-22
3.7304652,2.413241732937794e-23,9.002514240495311e-23
7.9115763,0.0,0.0
4.537206,4.497011929568907e-39,2.0403870286638877e-38
4.499282,1.4494141653468768e-38,6.52132289545626e-38
2.415065,7.418509115497668e-36,1.791618208887305e-35
2.8275447,3.847045636846539e-38,1.0877693459492623e-37
6.738886,1.1243894459731e-37,7.577132160545619e-37
14.291838,0.0,0.0
1.8650832,4.1871115298793675e-26,7.809311444684769e-26
1.8494942,4.626206291098074e-25,8.556141790483719e-25
0.99274707,1.5603194471611761e-24,1.549002556944804e-24
1.1623026,4.3191351147923914e-18,5.020142030939151e-18
2.7701156,1.7931576480870274e-23,4.9672539992171006e-23
5.874864,0.0,0.0
0.98829174,6.331375393994691e-21,6.257246007367424e-21
0.98003125,2.640859068864128e-22,2.588124419369786e-22
0.5260482,5.561138578867704e-22,2.9254268472779216e-22
0.6158943,6.961567472656791e-19,4.287589848185947e-19
1.4678608,9.596682258613176e-21,1.4086593869343037e-20
3.1130407,0.0,0.0
5.426046,5.629164176158655e-27,3.054410316820342e-26
5.3806925,2.067435366347289e-26,1.1124233932714669e-25
2.8881764,3.658747319643895e-26,1.0567107812872169e-25
3.3814616,5.248810942061295e-26,1.7748652752952674e-25
8.059034,7.800145868013844e-26,6.286164346610037e-25
17.091614,4.792820657762403e-11,8.191703954910571e-10
4.0392556,1.1407513490448166e-17,4.607786296567085e-17
4.005494,3.503214827894595e-18,1.4032106386300194e-17
2.150016,7.86671444922045e-18,1.691356247930136e-17
2.5172272,1.0907667094133543e-12,2.7457076001771797e-12
5.9993052,6.257553322970965e-17,3.754097249176963e-16
12.723335,0.0,0.0
0.8272992,1.1821089398681444e-29,9.779577538416538e-30
0.8203842,1.3896020115095268e-29,1.1400075406277417e-29
0.440355,3.1309924900878024e-29,1.3787482069901747e-29
0.5155652,1.1729077907517063e-28,6.047104591218698e-29
1.2287464,2.183598596183735e-28,2.6830889450792263e-28
2.6059268,9.88046270535863e-12,2.5747762086926077e-11
4.435259,8.789116811145386e-39,3.8982008255285943e-38
4.398188,2.7483779675410436e-38,1.2087883310075441e-37
2.3608007,2.0533952725355627e-37,4.8476570852862e-37
2.7640123,9.759377947199313e-38,2.6975041044878944e-37
6.5874696,1.0731063752164341e-37,7.069055600470017e-37
13.970716,1.7969013588428241e-22,2.5103999420523642e-21
0.83764875,2.934115688337165e-17,2.4577583367882462e-17
0.83064723,6.340683216994469e-19,5.266870951444366e-19
0.4458639,3.361502871167826e-18,1.4987727886351707e-18
0.52201504,3.488851167181179e-13,1.821232764677698e-13
1.2441181,6.40181973161836e-17,7.964619765476793e-17
2.6385272,0.0,0.0
0.34877178,3.2221608751235066e-24,1.1237987862130851e-24
0.3458566,3.1594219669953404e-25,1.0927069614608347e-25
